	Gene.ID	Gene.Name	Bit.Score	Evalue_num
2032	KH2012:KH.C12.24	PACRG	389	2.33e-138
2033	KH2012:KH.C12.240	POLG	506	1.77e-159
2034	KH2012:KH.C12.241	BCAN	49.7	3.25e-07
2035	KH2012:KH.C12.243	C3	230	1.82e-60
2036	KH2012:KH.C12.245	DRG2	568	0
2037	KH2012:KH.C12.247	TNFAIP3	40.8	0.002
2038	KH2012:KH.C12.248	LTN1	288	2.61e-78
2039	KH2012:KH.C12.249	TRIM3	53.1	5.14e-08
2040	KH2012:KH.C12.25	CLEC4E	55.8	1.92e-09
2041	KH2012:KH.C12.251	SLC2A8	231	5.6e-70
2042	KH2012:KH.C12.252	WWOX	347	4.59e-119
2043	KH2012:KH.C12.253	DYDC1	71.2	5.66e-16
2044	KH2012:KH.C12.254	CTSL	348	5.82e-120
2045	KH2012:KH.C12.256	DNAH2	40.4	0.007
2046	KH2012:KH.C12.257	ADGRL1	53.9	1.57e-09
2047	KH2012:KH.C12.259	MORN3	273	2.58e-93
2048	KH2012:KH.C12.26	SMAD2	615	0
2049	KH2012:KH.C12.260	FUT8	158	1.24e-43
2050	KH2012:KH.C12.263	SESN1	422	9.68e-141
2051	KH2012:KH.C12.264	TATDN2	247	6.95e-73
2052	KH2012:KH.C12.265	NDUFV2	363	2.02e-128
2053	KH2012:KH.C12.266	CYYR1	39.7	0.000157
2054	KH2012:KH.C12.267	BRWD1	640	0
2055	KH2012:KH.C12.269	SNX12	222	8.16e-75
2056	KH2012:KH.C12.27	PHEX	478	1.94e-156
2057	KH2012:KH.C12.270	ZC3H3	174	2.04e-46
2058	KH2012:KH.C12.271	BLOC1S2	119	4.5e-35
2059	KH2012:KH.C12.272	KCNA3	340	2.45e-112
2060	KH2012:KH.C12.273	OTUB1	211	1.31e-63
2061	KH2012:KH.C12.274	LONP2	282	6.01e-89
2062	KH2012:KH.C12.276	REEP5	199	2.12e-65
2063	KH2012:KH.C12.277	PRKCSH	107	2.01e-25
2064	KH2012:KH.C12.278	CHD7	1537	0
2065	KH2012:KH.C12.279	SAMHD1	434	2.24e-147
2066	KH2012:KH.C12.28	CALM3	109	2.72e-31
2067	KH2012:KH.C12.281	LSM5	151	2.39e-49
2068	KH2012:KH.C12.282	MPC2	128	1.28e-39
2069	KH2012:KH.C12.287	FRRS1	49.7	6.02e-07
2070	KH2012:KH.C12.288	OPRL1	79.3	1.38e-16
2071	KH2012:KH.C12.290	PSMC4	738	0
2072	KH2012:KH.C12.291	CHST10	112	3.02e-28
2073	KH2012:KH.C12.292	MELK	587	0
2074	KH2012:KH.C12.294	NLRC5	72.8	3.98e-13
2075	KH2012:KH.C12.295	MSMP	35.4	0.008
2076	KH2012:KH.C12.297	BAIAP3	291	8.48e-83
2077	KH2012:KH.C12.299	ERGIC3	405	9.76e-141
2078	KH2012:KH.C12.3	FTCD	607	0
2079	KH2012:KH.C12.30	CPN1	287	3.11e-93
2080	KH2012:KH.C12.300	BPI	93.2	2.9e-20
2081	KH2012:KH.C12.301	FSTL5	453	2.01e-146
2082	KH2012:KH.C12.302	MAMDC2	41.6	0.000823
2083	KH2012:KH.C12.304	SLC41A2	469	6.18e-160
2084	KH2012:KH.C12.305	NSD1	761	0
2085	KH2012:KH.C12.307	ITSN1	1338	0
2086	KH2012:KH.C12.308	SMARCAD1	644	0
2087	KH2012:KH.C12.310	BAAT	220	2.51e-67
2088	KH2012:KH.C12.317	HNRNPAB	187	2.39e-56
2089	KH2012:KH.C12.318	ARMC2	251	9.87e-71
2090	KH2012:KH.C12.319	CHID1	350	1.68e-118
2091	KH2012:KH.C12.32	TSPAN9	124	1.3e-34
2092	KH2012:KH.C12.320	PPP3R1	53.5	4.02e-09
2093	KH2012:KH.C12.321	CD53	101	2.18e-26
2094	KH2012:KH.C12.323	AQP8	134	1.78e-37
2095	KH2012:KH.C12.324	ARL6	233	1.15e-78
2096	KH2012:KH.C12.326	GFPT1	1008	0
2097	KH2012:KH.C12.329	KLHL12	248	2.3e-72
2098	KH2012:KH.C12.33	DNPH1	105	1.22e-28
2099	KH2012:KH.C12.330	THUMPD1	117	3.75e-30
2100	KH2012:KH.C12.331	GLIPR2	63.9	5.71e-12
2101	KH2012:KH.C12.333	AKAP7	131	9.4e-36
2102	KH2012:KH.C12.334	WNT2B	337	4.51e-112
2103	KH2012:KH.C12.335	SETD4	155	3.35e-42
2104	KH2012:KH.C12.336	ODC1	245	1.73e-77
2105	KH2012:KH.C12.337	SSTR2	136	1.51e-35
2106	KH2012:KH.C12.338	ADAL	302	2e-101
2107	KH2012:KH.C12.34	CLTC	2949	0
2108	KH2012:KH.C12.341	ABCB9	682	0
2109	KH2012:KH.C12.342	UBE3D	104	3.52e-24
2110	KH2012:KH.C12.343	MAFK	134	5.57e-41
2111	KH2012:KH.C12.345	KYNU	427	3.99e-147
2112	KH2012:KH.C12.346	C4orf22	337	2.35e-118
2113	KH2012:KH.C12.348	PSTPIP1	186	4.4e-55
2114	KH2012:KH.C12.349	HIGD2A	65.5	5.8e-15
2115	KH2012:KH.C12.35	SCAF8	225	6.92e-60
2116	KH2012:KH.C12.350	CASP7	171	2.29e-49
2117	KH2012:KH.C12.351	C4orf47	322	2.13e-110
2118	KH2012:KH.C12.352	MUC5AC	422	2e-118
2119	KH2012:KH.C12.354	ALOX5	343	1.39e-109
2120	KH2012:KH.C12.356	PIGX	66.6	8.49e-13
2121	KH2012:KH.C12.357	NAT2	106	3.7e-27
2122	KH2012:KH.C12.359	TECTA	54.7	6.16e-08
2123	KH2012:KH.C12.36	DIEXF	410	3.14e-134
2124	KH2012:KH.C12.360	PYROXD2	598	0
2125	KH2012:KH.C12.361	VPS35	808	0
2126	KH2012:KH.C12.362	SGO1	43.1	0.00026
2127	KH2012:KH.C12.363	SLC2A1	273	1.33e-85
2128	KH2012:KH.C12.364	STXBP5	689	0
2129	KH2012:KH.C12.365	SGMS1	105	7.91e-26
2130	KH2012:KH.C12.366	C9orf135	140	1.71e-41
2131	KH2012:KH.C12.367	NMT1	536	0
2132	KH2012:KH.C12.368	KIDINS220	482	1.88e-146
2133	KH2012:KH.C12.369	SLC16A10	214	5.86e-63
2134	KH2012:KH.C12.37	SLC2A3	132	1.12e-33
2135	KH2012:KH.C12.370	FOXK1	351	8.82e-112
2136	KH2012:KH.C12.371	CETN3	252	5.96e-87
2137	KH2012:KH.C12.372	CDK1	494	2.44e-178
2138	KH2012:KH.C12.374	CLPX	552	0
2139	KH2012:KH.C12.375	TSPAN5	294	9.52e-99
2140	KH2012:KH.C12.377	L1CAM	72.4	7.52e-13
2141	KH2012:KH.C12.378	C1orf194	129	1.91e-38
2142	KH2012:KH.C12.379	SLC6A1	404	2.51e-134
2143	KH2012:KH.C12.38	RUNX3	238	6.54e-73
2144	KH2012:KH.C12.380	AGPAT4	255	3.14e-82
2145	KH2012:KH.C12.381	STK19	189	3.57e-58
2146	KH2012:KH.C12.382	GBF1	1792	0
2147	KH2012:KH.C12.383	ERAL1	167	1e-47
2148	KH2012:KH.C12.385	ZCCHC9	184	5.19e-58
2149	KH2012:KH.C12.387	TXLNA	230	1.15e-67
2150	KH2012:KH.C12.388	TNR	178	1.84e-50
2151	KH2012:KH.C12.39	GPX3	67.4	2.5e-15
2152	KH2012:KH.C12.390	MYRF	558	3.5e-178
2153	KH2012:KH.C12.392	REEP5	110	9.66e-28
2154	KH2012:KH.C12.393	SVEP1	139	1.16e-32
2155	KH2012:KH.C12.396	EFHD1	48.1	5.85e-07
2156	KH2012:KH.C12.398	SLC23A1	536	0
2157	KH2012:KH.C12.399	FAR1	376	9.42e-125
2158	KH2012:KH.C12.4	GLIPR2	65.1	2.29e-12
2159	KH2012:KH.C12.40	VPS4A	92.0	3.1e-22
2160	KH2012:KH.C12.400	INTS4	184	7.48e-52
2161	KH2012:KH.C12.403	LIN28B	147	3.16e-44
2162	KH2012:KH.C12.404	RBM18	118	1.25e-33
2163	KH2012:KH.C12.405	MFAP4	209	5.95e-68
2164	KH2012:KH.C12.406	KLHL12	239	3.7e-72
2165	KH2012:KH.C12.407	MDN1	1899	0
2166	KH2012:KH.C12.408	MGAT5	297	2.83e-91
2167	KH2012:KH.C12.409	TAGLN3	140	6.59e-42
2168	KH2012:KH.C12.413	LBP	108	3.96e-26
2169	KH2012:KH.C12.415	C11orf54	332	4.1e-114
2170	KH2012:KH.C12.416	ACSF2	147	4.58e-38
2171	KH2012:KH.C12.417	TNNC2	170	8.8e-55
2172	KH2012:KH.C12.418	EIF1AX	221	1.06e-74
2173	KH2012:KH.C12.419	TSPAN11	113	7.54e-31
2174	KH2012:KH.C12.42	CD63	91.7	4.14e-22
2175	KH2012:KH.C12.420	MRPS23	90.1	2.73e-23
2176	KH2012:KH.C12.421	ASCC3	2211	0
2177	KH2012:KH.C12.424	A1CF	536	0
2178	KH2012:KH.C12.426	GCNA	201	2.23e-55
2179	KH2012:KH.C12.429	AIFM3	505	1.01e-173
2180	KH2012:KH.C12.43	SLC28A1	531	0
2181	KH2012:KH.C12.430	TMPRSS13	46.2	5.48e-06
2182	KH2012:KH.C12.431	SLC28A1	510	1.31e-173
2183	KH2012:KH.C12.432	RTCB	880	0
2184	KH2012:KH.C12.433	USP32	1284	0
2185	KH2012:KH.C12.435	FAM192A	114	4.39e-31
2186	KH2012:KH.C12.439	DAPP1	253	2.02e-84
2187	KH2012:KH.C12.44	POLR2I	216	2.75e-74
2188	KH2012:KH.C12.441	IGF2BP1	250	5.65e-77
2189	KH2012:KH.C12.442	CHORDC1	305	9.37e-103
2190	KH2012:KH.C12.443	PCNA	182	4.49e-58
2191	KH2012:KH.C12.444	SMC6	287	8.54e-84
2192	KH2012:KH.C12.445	RPS6KC1	199	4.79e-54
2193	KH2012:KH.C12.446	MYCBP	123	5.08e-38
2194	KH2012:KH.C12.449	CASP6	251	1.58e-82
2195	KH2012:KH.C12.45	NARS	825	0
2196	KH2012:KH.C12.450	SLC5A1	542	0
2197	KH2012:KH.C12.451	CASP2	202	2.41e-61
2198	KH2012:KH.C12.453	TMEM150A	73.2	1.38e-14
2199	KH2012:KH.C12.454	MEAF6	164	1.49e-51
2200	KH2012:KH.C12.455	UBE2D2	250	5.66e-87
2201	KH2012:KH.C12.457	TFAM	68.2	1.57e-13
2202	KH2012:KH.C12.459	XIAP	144	2e-36
2203	KH2012:KH.C12.460	ERLIN2	471	2.44e-168
2204	KH2012:KH.C12.461	HNF1A	254	1.02e-77
2205	KH2012:KH.C12.462	FN1	73.6	3e-13
2206	KH2012:KH.C12.465	MRPS24	112	3.27e-32
2207	KH2012:KH.C12.466	SOD2	324	4.1e-114
2208	KH2012:KH.C12.468	BTAF1	1415	0
2209	KH2012:KH.C12.469	TYR	406	1.15e-134
2210	KH2012:KH.C12.47	PDHA1	460	1.17e-159
2211	KH2012:KH.C12.470	SDHC	99.4	9.27e-27
2212	KH2012:KH.C12.472	FABP7	130	1.2e-39
2213	KH2012:KH.C12.476	GLO1	238	3.55e-81
2214	KH2012:KH.C12.481	TCF19	53.5	3.64e-08
2215	KH2012:KH.C12.484	COPS6	380	4.87e-133
2216	KH2012:KH.C12.485	ACOT2	192	6.68e-56
2217	KH2012:KH.C12.486	CLIP2	58.2	6.68e-09
2218	KH2012:KH.C12.487	PRSS12	167	1.11e-44
2219	KH2012:KH.C12.488	TTLL2	435	4.04e-147
2220	KH2012:KH.C12.489	TMEM266	98.6	1.2e-21
2221	KH2012:KH.C12.49	COL24A1	135	6.13e-33
2222	KH2012:KH.C12.490	STUM	62.0	1.78e-12
2223	KH2012:KH.C12.491	BMP3	156	3.51e-41
2224	KH2012:KH.C12.492	STX8	38.9	9.77e-05
2225	KH2012:KH.C12.493	PRDM1	189	1.22e-53
2226	KH2012:KH.C12.495	DDX51	370	1.95e-119
2227	KH2012:KH.C12.497	ARHGAP26	484	1.75e-156
2228	KH2012:KH.C12.499	DNAJC27	122	2.24e-34
2229	KH2012:KH.C12.500	NUP43	227	8.5e-72
2230	KH2012:KH.C12.501	XRCC2	137	4.3e-39
2231	KH2012:KH.C12.502	NOTCH2	100	3.65e-22
2232	KH2012:KH.C12.503	VTN	35.0	0.002
2233	KH2012:KH.C12.505	TREX1	110	1.27e-26
2234	KH2012:KH.C12.508	FOXL2	100	6.38e-25
2235	KH2012:KH.C12.509	SULT1C4	151	1.07e-43
2236	KH2012:KH.C12.51	CTNND1	433	1.92e-137
2237	KH2012:KH.C12.511	FZD10	508	1.8e-175
2238	KH2012:KH.C12.512	ADAT1	248	2.75e-77
2239	KH2012:KH.C12.513	UFL1	645	0
2240	KH2012:KH.C12.516	ASAH2	560	0
2241	KH2012:KH.C12.517	CTSL	338	3.13e-116
2242	KH2012:KH.C12.519	C6orf203	55.8	1.36e-09
2243	KH2012:KH.C12.52	NEK8	113	4.76e-31
2244	KH2012:KH.C12.520	ACADS	604	0
2245	KH2012:KH.C12.521	CALML6	131	1.45e-39
2246	KH2012:KH.C12.522	NUP160	456	3.88e-137
2247	KH2012:KH.C12.523	LHCGR	343	7.3e-109
2248	KH2012:KH.C12.525	PDE11A	622	0
2249	KH2012:KH.C12.527	GRID2	117	2.83e-28
2250	KH2012:KH.C12.529	KAT6A	706	0
2251	KH2012:KH.C12.53	SUPT6H	1551	0
2252	KH2012:KH.C12.530	TYR	54.3	1.05e-07
2253	KH2012:KH.C12.531	ANKK1	65.1	4.18e-12
2254	KH2012:KH.C12.534	FLCN	463	5.31e-158
2255	KH2012:KH.C12.535	GART	1003	0
2256	KH2012:KH.C12.537	SAMD8	426	4.44e-147
2257	KH2012:KH.C12.538	ATP6V1F	155	4.04e-50
2258	KH2012:KH.C12.54	CUL5	1019	0
2259	KH2012:KH.C12.540	ADGRG4	210	1.39e-57
2260	KH2012:KH.C12.542	HYKK	120	5.33e-31
2261	KH2012:KH.C12.544	B3GALT1	124	1.18e-32
2262	KH2012:KH.C12.545	HIKESHI	170	1.16e-53
2263	KH2012:KH.C12.547	RASL10B	62.4	6.71e-13
2264	KH2012:KH.C12.548	COLEC11	86.3	4.29e-20
2265	KH2012:KH.C12.549	ACAN	84.0	5.29e-17
2266	KH2012:KH.C12.552	CTSV	328	5.6e-112
2267	KH2012:KH.C12.553	MORC2	702	0
2268	KH2012:KH.C12.555	METTL27	103	3.54e-27
2269	KH2012:KH.C12.557	INTS4	350	3.1e-113
2270	KH2012:KH.C12.56	NUDT17	157	7.86e-46
2271	KH2012:KH.C12.560	GLIPR1	118	5.23e-31
2272	KH2012:KH.C12.561	MRC1	48.5	1.37e-05
2273	KH2012:KH.C12.562	NOG	156	8.5e-48
2274	KH2012:KH.C12.563	ACOT2	219	2.57e-66
2275	KH2012:KH.C12.564	SMG8	622	0
2276	KH2012:KH.C12.565	BMP1	207	8.12e-58
2277	KH2012:KH.C12.566	METTL14	488	1.08e-170
2278	KH2012:KH.C12.568	MTSS1	327	1.48e-99
2279	KH2012:KH.C12.573	KLHL12	145	4.26e-37
2280	KH2012:KH.C12.575	AK9	848	0
2281	KH2012:KH.C12.576	UBE2J1	293	7.99e-99
2282	KH2012:KH.C12.577	HOXD8	69.3	1.37e-13
2283	KH2012:KH.C12.578	NBN	163	6.54e-42
2284	KH2012:KH.C12.58	MBL2	67.0	1.44e-14
2285	KH2012:KH.C12.582	DNAJC9	208	5.06e-67
2286	KH2012:KH.C12.583	GUCD1	130	3.93e-36
2287	KH2012:KH.C12.586	UROD	453	2.2e-160
2288	KH2012:KH.C12.587	GDI1	586	0
2289	KH2012:KH.C12.588	ABHD12	200	5.56e-61
2290	KH2012:KH.C12.589	REV3L	870	0
2291	KH2012:KH.C12.590	NXPE3	133	4.86e-33
2292	KH2012:KH.C12.593	MRPL17	108	1.4e-30
2293	KH2012:KH.C12.595	ADAM21	94.0	9.26e-22
2294	KH2012:KH.C12.6	MYO6	1509	0
2295	KH2012:KH.C12.60	PSAP	215	4.57e-60
2296	KH2012:KH.C12.603	PRPF19	692	0
2297	KH2012:KH.C12.604	PDE6D	254	1.48e-88
2298	KH2012:KH.C12.606	NGEF	319	4.26e-95
2299	KH2012:KH.C12.607	SLC25A16	333	2.92e-114
2300	KH2012:KH.C12.608	TET1	461	1.55e-138
2301	KH2012:KH.C12.609	PRKRA	205	3.22e-64
2302	KH2012:KH.C12.61	MAP3K10	568	0
2303	KH2012:KH.C12.611	CALM3	118	8.87e-35
2304	KH2012:KH.C12.612	FKTN	198	3.32e-58
2305	KH2012:KH.C12.614	USP16	209	4.58e-58
2306	KH2012:KH.C12.615	CFDP1	139	6.66e-40
2307	KH2012:KH.C12.616	GRHPR	283	4.63e-94
2308	KH2012:KH.C12.617	C1orf43	84.7	1.89e-19
2309	KH2012:KH.C12.618	FAM76B	112	1.4e-27
2310	KH2012:KH.C12.621	SIRT5	376	8.33e-132
2311	KH2012:KH.C12.625	STUM	64.3	5.14e-13
2312	KH2012:KH.C12.628	SLC43A3	252	3.66e-78
2313	KH2012:KH.C12.629	NUP188	158	1.53e-39
2314	KH2012:KH.C12.63	POMK	140	6.67e-38
2315	KH2012:KH.C12.631	ARID1B	316	5.53e-92
2316	KH2012:KH.C12.633	TAT	484	4.2e-170
2317	KH2012:KH.C12.634	SGMS1	342	1.46e-114
2318	KH2012:KH.C12.637	CRKL	301	1.25e-102
2319	KH2012:KH.C12.638	KLHL28	196	4.02e-55
2320	KH2012:KH.C12.64	ASAH2	565	0
2321	KH2012:KH.C12.641	CPNE1	639	0
2322	KH2012:KH.C12.642	PARG	380	3.43e-121
2323	KH2012:KH.C12.643	ERAP1	557	0
2324	KH2012:KH.C12.644	ENPEP	778	0
2325	KH2012:KH.C12.645	DGCR6L	108	1.51e-29
2326	KH2012:KH.C12.646	EPDR1	84.0	4.19e-20
2327	KH2012:KH.C12.647	TET3	77.0	1.62e-15
2328	KH2012:KH.C12.648	SLC43A3	210	3.78e-62
2329	KH2012:KH.C12.65	KIAA1324	709	0
2330	KH2012:KH.C12.650	TNR	76.3	3.33e-14
2331	KH2012:KH.C12.651	THOC1	574	0
2332	KH2012:KH.C12.652	RBPJ	120	1.89e-33
2333	KH2012:KH.C12.653	GLIPR2	53.1	3e-08
2334	KH2012:KH.C12.655	NEBL	40.4	0.000639
2335	KH2012:KH.C12.656	CREG2	148	4.46e-44
2336	KH2012:KH.C12.657	LONP2	595	0
2337	KH2012:KH.C12.66	ATM	677	0
2338	KH2012:KH.C12.660	CRKL	134	1.71e-37
2339	KH2012:KH.C12.661	COMT	203	2.01e-65
2340	KH2012:KH.C12.662	C6	64.7	8.11e-11
2341	KH2012:KH.C12.664	ACOT1	173	2.33e-51
2342	KH2012:KH.C12.665	WASF3	256	1.42e-83
2343	KH2012:KH.C12.666	GHSR	80.1	1.22e-16
2344	KH2012:KH.C12.668	BOLL	49.3	6.96e-07
2345	KH2012:KH.C12.669	MME	89.0	1.88e-22
2346	KH2012:KH.C12.67	FHL2	253	1.22e-82
2347	KH2012:KH.C12.670	CSMD2	79.3	4.46e-15
2348	KH2012:KH.C12.671	FLNA	1864	0
2349	KH2012:KH.C12.672	CCHCR1	95.1	6.59e-20
2350	KH2012:KH.C12.673	ANXA13	269	5.97e-89
2351	KH2012:KH.C12.675	MAFA	121	5.97e-31
2352	KH2012:KH.C12.676	PURA	236	1.08e-76
2353	KH2012:KH.C12.677	MRC2	41.6	0.000795
2354	KH2012:KH.C12.678	FAM53A	60.1	1.42e-09
2355	KH2012:KH.C12.679	HABP2	173	1.37e-46
2356	KH2012:KH.C12.68	TNR	169	2.03e-47
2357	KH2012:KH.C12.680	CTDNEP1	348	2.55e-122
2358	KH2012:KH.C12.681	NPL	184	1.3e-57
2359	KH2012:KH.C12.689	SOBP	135	9.95e-33
2360	KH2012:KH.C12.69	OGDH	640	0
2361	KH2012:KH.C12.690	ZFYVE28	73.9	6.73e-14
2362	KH2012:KH.C12.691	CYP2J2	267	1.14e-83
2363	KH2012:KH.C12.692	GAREM1	115	2.53e-26
2364	KH2012:KH.C12.695	SPDEF	223	8.46e-72
2365	KH2012:KH.C12.696	MAD2L2	93.2	4.27e-23
2366	KH2012:KH.C12.697	ATP5MG	96.3	1.49e-27
2367	KH2012:KH.C12.7	CASP7	169	7.91e-49
2368	KH2012:KH.C12.70	PEX7	239	4.53e-77
2369	KH2012:KH.C12.71	CTSF	305	4.64e-99
2370	KH2012:KH.C12.72	NTN1	458	3.77e-155
2371	KH2012:KH.C12.73	SKP1	273	2.12e-95
2372	KH2012:KH.C12.74	MPO	309	4.61e-93
2373	KH2012:KH.C12.75	CDKL2	506	1.37e-176
2374	KH2012:KH.C12.76	EPDR1	55.1	2.43e-09
2375	KH2012:KH.C12.77	CAPN5	54.3	2.89e-09
2376	KH2012:KH.C12.78	CD53	41.6	0.000114
2377	KH2012:KH.C12.79	CCDC174	177	2.73e-49
2378	KH2012:KH.C12.8	SAMD11	77.8	1.71e-14
2379	KH2012:KH.C12.81	SYAP1	255	4.98e-82
2380	KH2012:KH.C12.84	TRIM2	105	2.47e-23
2381	KH2012:KH.C12.85	TRIM2	74.3	1.16e-14
2382	KH2012:KH.C12.86	KLHL13	193	2.7e-53
2383	KH2012:KH.C12.88	DNAJC24	63.9	1.1e-13
2384	KH2012:KH.C12.89	ORAI1	180	1.54e-55
2385	KH2012:KH.C12.9	UNC93A	371	1.06e-123
2386	KH2012:KH.C12.91	RBM19	262	4.57e-79
2387	KH2012:KH.C12.92	DHDH	52.4	1.64e-07
2388	KH2012:KH.C12.93	AHR	433	8.11e-139
2389	KH2012:KH.C12.95	ACOT1	222	5.72e-68
2390	KH2012:KH.C12.97	TLL2	70.1	8.38e-13
2391	KH2012:KH.C12.99	UBE2D2	277	1.04e-97
2392	KH2012:KH.C13.10	BAG3	48.9	4.17e-06
2393	KH2012:KH.C13.100	TRAK1	216	2.67e-59
2394	KH2012:KH.C13.102	RIPK1	116	2.63e-29
2395	KH2012:KH.C13.103	FAM129B	62.8	1.94e-10
2396	KH2012:KH.C13.105	PLCD3	426	4.87e-137
2397	KH2012:KH.C13.106	GMDS	553	0
2398	KH2012:KH.C13.107	DNM1	1179	0
2399	KH2012:KH.C13.108	CSMD3	90.9	4.62e-19
2400	KH2012:KH.C13.109	RPE	312	5.93e-109
2401	KH2012:KH.C13.11	EXT2	69.7	1.25e-12
2402	KH2012:KH.C13.110	KLF7	248	3.64e-81
2403	KH2012:KH.C13.111	GPD2	967	0
2404	KH2012:KH.C13.112	GET4	256	4.72e-84
2405	KH2012:KH.C13.115	STXBP1	735	0
2406	KH2012:KH.C13.116	COL11A2	644	0
2407	KH2012:KH.C13.117	KRIT1	519	3.01e-175
2408	KH2012:KH.C13.118	MET	268	4.55e-78
2409	KH2012:KH.C13.119	CA14	179	5.26e-54
2410	KH2012:KH.C13.120	ATP6V1G1	108	7.04e-32
2411	KH2012:KH.C13.121	ZFYVE19	135	1.18e-35
2412	KH2012:KH.C13.122	NEK11	149	7.99e-40
2413	KH2012:KH.C13.123	HORMAD1	114	5.48e-28
2414	KH2012:KH.C13.124	TMCO1	256	1.75e-87
2415	KH2012:KH.C13.125	SLC31A1	63.9	5.59e-13
2416	KH2012:KH.C13.126	RFFL	163	3.8e-47
2417	KH2012:KH.C13.127	TP53INP1	46.6	1.36e-06
2418	KH2012:KH.C13.128	AC118549.1	287	1.72e-82
2419	KH2012:KH.C13.129	SVEP1	310	1.2e-84
2420	KH2012:KH.C13.13	SURF4	343	6.05e-120
2421	KH2012:KH.C13.130	MAP1LC3C	79.7	3.98e-21
2422	KH2012:KH.C13.132	GPI	403	1.31e-139
2423	KH2012:KH.C13.134	THBS1	44.3	0.000414
2424	KH2012:KH.C13.135	MTF2	371	6.64e-120
2425	KH2012:KH.C13.137	DHX16	792	0
2426	KH2012:KH.C13.138	ATF6B	96.3	1.34e-21
2427	KH2012:KH.C13.139	PIGG	287	2.45e-82
2428	KH2012:KH.C13.14	ANXA7	216	1.32e-66
2429	KH2012:KH.C13.141	MGAT1	164	2.95e-47
2430	KH2012:KH.C13.142	SEC22B	322	2.83e-113
2431	KH2012:KH.C13.143	ZMYND19	282	4.97e-97
2432	KH2012:KH.C13.145	NEK11	203	2.02e-58
2433	KH2012:KH.C13.146	HMCN1	104	3.79e-23
2434	KH2012:KH.C13.147	ANPEP	711	0
2435	KH2012:KH.C13.148	CRISPLD2	71.6	3.37e-13
2436	KH2012:KH.C13.149	METTL21A	127	5.04e-36
2437	KH2012:KH.C13.150	MSH4	293	7.93e-91
2438	KH2012:KH.C13.151	SWT1	104	2.33e-23
2439	KH2012:KH.C13.152	B3GALT5	105	6.64e-26
2440	KH2012:KH.C13.153	GNL1	522	8.67e-180
2441	KH2012:KH.C13.154	ULK3	422	8.81e-145
2442	KH2012:KH.C13.155	CA7	37.7	0.000178
2443	KH2012:KH.C13.156	ELP2	528	4.79e-176
2444	KH2012:KH.C13.158	HMCN1	84.3	1.04e-18
2445	KH2012:KH.C13.159	SDE2	153	3.8e-43
2446	KH2012:KH.C13.16	HMCN1	103	2.88e-22
2447	KH2012:KH.C13.162	COMMD5	127	1.15e-36
2448	KH2012:KH.C13.163	PIGK	457	2.93e-161
2449	KH2012:KH.C13.164	PARP2	497	3.57e-171
2450	KH2012:KH.C13.165	SERPINB6	273	4.17e-84
2451	KH2012:KH.C13.168	C6orf136	56.2	1.27e-08
2452	KH2012:KH.C13.169	QSOX1	298	9.1e-89
2453	KH2012:KH.C13.170	SARS2	359	4.68e-118
2454	KH2012:KH.C13.171	CYP24A1	182	1.59e-51
2455	KH2012:KH.C13.173	STX6	199	4.21e-64
2456	KH2012:KH.C13.174	ACAD9	661	0
2457	KH2012:KH.C13.176	GPR89A	391	6.4e-135
2458	KH2012:KH.C13.177	B4GALT2	222	7.56e-70
2459	KH2012:KH.C13.178	CRISPLD2	68.9	3.95e-13
2460	KH2012:KH.C13.179	RRP7A	169	1.28e-51
2461	KH2012:KH.C13.180	ZER1	310	1.6e-93
2462	KH2012:KH.C13.181	SELP	55.5	9.1e-10
2463	KH2012:KH.C13.182	GTF2H4	518	0
2464	KH2012:KH.C13.183	ZNF503	80.9	1.96e-16
2465	KH2012:KH.C13.184	B3GALT1	97.8	1.52e-23
2466	KH2012:KH.C13.187	SLC15A1	511	3.39e-172
2467	KH2012:KH.C13.19	TNXB	35.8	0.007
2468	KH2012:KH.C13.190	MUC2	51.6	3.2e-06
2469	KH2012:KH.C13.195	UCK2	303	5.77e-104
2470	KH2012:KH.C13.197	DESI1	196	3.5e-65
2471	KH2012:KH.C13.199	THSD7A	179	6.72e-46
2472	KH2012:KH.C13.2	TRAK1	62.0	8.33e-13
2473	KH2012:KH.C13.20	SLC22A13	143	1.51e-39
2474	KH2012:KH.C13.22	SP9	161	5.59e-45
2475	KH2012:KH.C13.25	GCLM	186	1.23e-57
2476	KH2012:KH.C13.26	CFB	194	5.38e-52
2477	KH2012:KH.C13.29	RPS5	359	6.12e-128
2478	KH2012:KH.C13.3	SLC35G1	97.4	5.71e-23
2479	KH2012:KH.C13.30	DUS1L	387	1.13e-128
2480	KH2012:KH.C13.31	SPARC	91.3	1.12e-21
2481	KH2012:KH.C13.33	LSM2	189	1.17e-64
2482	KH2012:KH.C13.34	LRP1	1861	0
2483	KH2012:KH.C13.35	CNMD	88.2	1.32e-19
2484	KH2012:KH.C13.36	RLBP1	233	7.67e-76
2485	KH2012:KH.C13.37	CD40	42.0	0.000233
2486	KH2012:KH.C13.38	KIAA2012	69.7	1.15e-11
2487	KH2012:KH.C13.39	COCH	70.9	2.85e-14
2488	KH2012:KH.C13.4	DALRD3	100	1.9e-22
2489	KH2012:KH.C13.40	SLC15A1	508	3.11e-171
2490	KH2012:KH.C13.41	DUSP11	157	1.49e-44
2491	KH2012:KH.C13.42	CAMSAP1	214	4e-56
